"time" "cause" "pct" "age_specific" "sex" "id" "start" "end" "group" "cip"
48 "External" 25 25 "Females" 15 "O00" "O99" "Diagnosed" 0.00247109729060079
48 "Natural" 25 25 "Females" 15 "O00" "O99" "Diagnosed" 0.00947868492108571
48.25 "Censored" 25 25 "Females" 15 "O00" "O99" "Diagnosed" 0.987703268018053
48.25 "External" 25 25 "Females" 15 "O00" "O99" "Diagnosed" 0.00250238143285071
48.25 "Natural" 25 25 "Females" 15 "O00" "O99" "Diagnosed" 0.00979435054909571
48.5 "Censored" 25 25 "Females" 15 "O00" "O99" "Diagnosed" 0.987350575778837
48.5 "External" 25 25 "Females" 15 "O00" "O99" "Diagnosed" 0.00253090584874673
48.5 "Natural" 25 25 "Females" 15 "O00" "O99" "Diagnosed" 0.010118518372415
48.75 "Censored" 25 25 "Females" 15 "O00" "O99" "Diagnosed" 0.98698053933351
48.75 "External" 25 25 "Females" 15 "O00" "O99" "Diagnosed" 0.00256020544234673
48.75 "Natural" 25 25 "Females" 15 "O00" "O99" "Diagnosed" 0.0104592552241427
49 "Censored" 25 25 "Females" 15 "O00" "O99" "Diagnosed" 0.986587984929613
49 "External" 25 25 "Females" 15 "O00" "O99" "Diagnosed" 0.00260172228163441
49 "Natural" 25 25 "Females" 15 "O00" "O99" "Diagnosed" 0.0108102927887518
49.25 "Censored" 25 25 "Females" 15 "O00" "O99" "Diagnosed" 0.986246939514375
49.25 "External" 25 25 "Females" 15 "O00" "O99" "Diagnosed" 0.00262494640245895
49.25 "Natural" 25 25 "Females" 15 "O00" "O99" "Diagnosed" 0.0111281140831651
49.5 "Censored" 25 25 "Females" 15 "O00" "O99" "Diagnosed" 0.985887487131378
49.5 "External" 25 25 "Females" 15 "O00" "O99" "Diagnosed" 0.00266483675634159
49.5 "Natural" 25 25 "Females" 15 "O00" "O99" "Diagnosed" 0.0114476761122794
49.75 "Censored" 25 25 "Females" 15 "O00" "O99" "Diagnosed" 0.98551326598212
49.75 "External" 25 25 "Females" 15 "O00" "O99" "Diagnosed" 0.00269769880666508
49.75 "Natural" 25 25 "Females" 15 "O00" "O99" "Diagnosed" 0.0117890352112143
50 "Censored" 25 25 "Females" 15 "O00" "O99" "Diagnosed" 0.985097396426347
50 "External" 25 25 "Females" 15 "O00" "O99" "Diagnosed" 0.00273589079322399
50 "Natural" 25 25 "Females" 15 "O00" "O99" "Diagnosed" 0.0121667127804275
